,Player,WS,WS/48
773,Denzel Valentine,0.0,-0.026
774,Jarred Vanderbilt,6.0,.153
775,Fred VanVleet,6.7,.131
776,Devin Vassell,3.3,.082
777,Gabe Vincent,2.5,.076
778,Nikola Vučević,4.5,.090
779,Dean Wade,2.3,.111
780,Franz Wagner,4.0,.079
781,Moritz Wagner,2.8,.138
782,Player,WS,WS/48
783,Ish Wainright,0.6,.079
784,Kemba Walker,1.8,.093
785,Lonnie Walker IV,1.2,.037
786,M.J. Walker,0.0,-0.276
787,Tyrone Wallace,-0.1,-0.057
788,Derrick Walton,-0.2,-0.071
789,Brad Wanamaker,0.0,.004
790,Brad Wanamaker,-0.1,-0.016
791,Brad Wanamaker,0.1,.216
792,Duane Washington Jr.,0.0,-0.002
793,P.J. Washington,3.4,.091
794,Yuta Watanabe,0.7,.075
795,Lindy Waters III,0.8,.081
796,Tremont Waters,0.0,-0.042
797,Tremont Waters,-0.1,-0.061
798,Tremont Waters,0.0,.058
799,Trendon Watford,1.9,.104
800,Paul Watson,0.0,.001
801,Quinndary Weatherspoon,0.2,.148
802,Russell Westbrook,1.7,.030
803,Coby White,2.4,.067
804,Derrick White,5.1,.111
805,Derrick White,3.3,.107
806,Derrick White,1.8,.121
807,Hassan Whiteside,5.8,.238
808,Joe Wieskamp,0.1,.035
809,Player,WS,WS/48
810,Aaron Wiggins,1.2,.048
811,Andrew Wiggins,5.1,.105
812,Lindell Wigginton,0.2,.044
813,Brandon Williams,-0.5,-0.037
814,Grant Williams,5.1,.130
815,Kenrich Williams,1.8,.081
816,Lou Williams,0.6,.034
817,Patrick Williams,0.9,.099
818,Robert Williams,9.9,.262
819,Ziaire Williams,2.2,.080
820,D.J. Wilson,0.4,.328
821,Dylan Windler,0.8,.084
822,Justise Winslow,0.8,.048
823,Justise Winslow,0.6,.055
824,Justise Winslow,0.2,.037
825,Cassius Winston,0.0,.015
826,Christian Wood,4.9,.112
827,Robert Woodard II,-0.1,-0.147
828,Delon Wright,3.6,.121
829,McKinley Wright IV,0.0,.092
830,Moses Wright,0.1,.168
831,Moses Wright,0.0,.443
832,Moses Wright,0.0,.160
833,Gabe York,0.0,.059
834,Player,WS,WS/48
835,Thaddeus Young,2.2,.126
836,Thaddeus Young,1.0,.124
837,Thaddeus Young,1.3,.127
838,Trae Young,10.0,.181
839,Omer Yurtseven,2.1,.145
840,Cody Zeller,1.1,.143
841,Ivica Zubac,7.2,.187
